global_step,episodic_return,episodic_length,loss,q_value,epsilon,sps
100000,-19.52083396911621,1000.2291666666666,3.9116151332855225,0.17183640599250793,0.901007890701294,1314
200000,-19.693069458007812,974.1782178217821,3.8825325965881348,0.12457910180091858,0.8020079135894775,1261
300000,-19.52941131591797,1005.3137254901961,3.8079423904418945,0.011703144758939743,0.7030079364776611,1305
400000,-19.4536075592041,1016.4536082474227,3.7248125076293945,-0.03339001536369324,0.6040079593658447,1303
500000,-19.59000015258789,994.37,3.6484363079071045,-0.13655617833137512,0.5050079226493835,1301
600000,-19.72381019592285,963.0,3.5657505989074707,-0.19449004530906677,0.40600794553756714,1298
700000,-19.963302612304688,924.4678899082569,3.4810562133789062,-0.211685448884964,0.30700790882110596,1296
800000,-19.784313201904297,976.2058823529412,3.395034074783325,-0.23721858859062195,0.20800793170928955,1294
900000,-19.75,962.6057692307693,3.313478708267212,-0.254162073135376,0.10900795459747314,1292
1000000,-19.714284896850586,954.5809523809523,3.2243030071258545,-0.22734026610851288,0.010007917881011963,1290
1100000,-19.80373764038086,934.5046728971963,3.13391375541687,-0.2416866272687912,0.009999999776482582,1289
1200000,-19.404041290283203,994.6464646464647,3.0450308322906494,-0.27291399240493774,0.009999999776482582,1290
1300000,-19.299999237060547,1009.33,2.9524714946746826,-0.31838926672935486,0.009999999776482582,1291
1400000,-19.399999618530273,997.77,2.8835861682891846,-0.32683008909225464,0.009999999776482582,1291
1500000,-19.23958396911621,1036.4270833333333,2.782790422439575,-0.256399542093277,0.009999999776482582,1291
1600000,-18.97849464416504,1086.731182795699,2.7198092937469482,-0.25780975818634033,0.009999999776482582,1291
1700000,-18.164705276489258,1169.5529411764705,2.654088020324707,-0.156730517745018,0.009999999776482582,1290
1800000,-17.54878044128418,1213.219512195122,2.593517541885376,-0.026589935645461082,0.009999999776482582,1290
1900000,-18.202247619628906,1118.9550561797753,2.554903507232666,-0.04980732500553131,0.009999999776482582,1290
2000000,-16.88157844543457,1319.3157894736842,2.5013794898986816,-0.0446205772459507,0.009999999776482582,1290
2100000,-17.175676345825195,1332.3513513513512,2.4538917541503906,-0.1082412376999855,0.009999999776482582,1289
2200000,-15.338709831237793,1620.1129032258063,2.407893419265747,-0.04900801181793213,0.009999999776482582,1289
2300000,-15.698412895202637,1572.4285714285713,2.364745855331421,-0.015498458407819271,0.009999999776482582,1289
2400000,-16.84375,1582.125,2.319850206375122,-0.03845997527241707,0.009999999776482582,1289
