global_step,episodic_return
100000,-19.536083221435547
200000,-19.850467681884766
300000,-19.855770111083984
400000,-19.69607925415039
500000,-19.619047164916992
600000,-19.643564224243164
700000,-19.578432083129883
800000,-19.80198097229004
900000,-19.849056243896484
1000000,-20.272727966308594
1100000,-20.405405044555664
1200000,-20.25438690185547
1300000,-20.090089797973633
1400000,-20.13888931274414
1500000,-20.228069305419922
1600000,-20.30434799194336
1700000,-20.41025733947754
1800000,-20.36206817626953
1900000,-20.224138259887695
2000000,-20.234233856201172
2100000,-20.339130401611328
2200000,-20.310344696044922
2300000,-20.350000381469727
2400000,-20.47058868408203
2500000,-20.241378784179688
2600000,-20.339130401611328
2700000,-20.428571701049805
2800000,-20.210525512695312
2900000,-20.141592025756836
3000000,-20.256637573242188
3100000,-20.196428298950195
3200000,-20.261682510375977
3300000,-18.759037017822266
3400000,-18.784090042114258
3500000,-18.366666793823242
3600000,-18.91566276550293
3700000,-15.460317611694336
3800000,-16.350000381469727
3900000,-11.533333778381348
4000000,-12.65217399597168
4100000,-12.75
4200000,-9.256410598754883
4300000,-5.78787899017334
4400000,-10.38888931274414
4500000,-9.264705657958984
4600000,-8.600000381469727
4700000,-8.857142448425293
4800000,-6.028571605682373
4900000,-9.07317066192627
5000000,-6.05555534362793
5100000,4.485714435577393
5200000,-1.3421052694320679
5300000,6.282051086425781
5400000,10.078947067260742
5500000,10.230769157409668
5600000,7.256410121917725
5700000,8.69444465637207
5800000,2.59375
5900000,2.722222328186035
6000000,4.599999904632568
6100000,11.3421049118042
6200000,4.264705657958984
6300000,3.6666667461395264
6400000,2.8235294818878174
6500000,10.166666984558105
6600000,2.6764705181121826
6700000,2.8181817531585693
6800000,-1.40625
6900000,3.451612949371338
7000000,8.454545021057129
7100000,7.166666507720947
7200000,13.568181991577148
7300000,6.261904716491699
7400000,9.297297477722168
7500000,10.268292427062988
7600000,7.441176414489746
7700000,6.0
7800000,8.86111068725586
7900000,0.6666666865348816
8000000,5.717948913574219
8100000,-1.7714285850524902
8200000,4.486486434936523
8300000,6.230769157409668
8400000,12.600000381469727
8500000,11.074999809265137
8600000,12.916666984558105
8700000,13.214285850524902
8800000,11.195121765136719
8900000,8.97560977935791
9000000,12.585366249084473
9100000,12.534883499145508
9200000,8.102563858032227
9300000,14.377778053283691
9400000,11.609756469726562
9500000,8.08108139038086
9600000,7.911764621734619
9700000,13.311111450195312
9800000,13.822221755981445
9900000,14.25
10000000,12.375
