global_step,episodic_return,episodic_length,loss,q_value,epsilon,sps
4400000,2444.380859375,951.5809523809523,2.362626552581787,4.859861850738525,0.009999999776482582,970
4500000,2548.076904296875,959.0961538461538,2.3331809043884277,5.0706329345703125,0.009999999776482582,970
4600000,2405.238037109375,936.504761904762,2.2939977645874023,4.988170623779297,0.009999999776482582,972
4700000,2289.71142578125,949.5673076923077,2.2903401851654053,4.769506454467773,0.009999999776482582,971
4800000,2025.7894287109375,888.7719298245614,2.268221378326416,4.720685005187988,0.009999999776482582,971
4900000,1778.8792724609375,860.3965517241379,2.232365608215332,4.548643589019775,0.009999999776482582,971
5000000,2586.80859375,1048.8510638297873,2.2944960594177246,4.852813243865967,0.009999999776482582,969
5100000,2343.39794921875,998.8834951456311,2.2685418128967285,4.586104869842529,0.009999999776482582,969
5200000,2448.48486328125,999.3434343434343,2.2090394496917725,4.570620536804199,0.009999999776482582,969
5300000,3211.734619140625,1017.4897959183673,2.2698023319244385,4.973151683807373,0.009999999776482582,970
5400000,3128.823486328125,953.0705882352942,2.32871675491333,5.1717143058776855,0.009999999776482582,970
5500000,2864.923095703125,863.276923076923,2.4694833755493164,4.875556468963623,0.009999999776482582,970
5600000,3193.28759765625,1981.054794520548,2.4755825996398926,4.759099960327148,0.009999999776482582,970
5700000,3487.77783203125,1306.9753086419753,2.404987096786499,5.0511474609375,0.009999999776482582,969
5800000,3559.18603515625,1034.7558139534883,2.381918430328369,5.2148237228393555,0.009999999776482582,971
5900000,3410.1064453125,1308.8510638297873,2.3130412101745605,5.405237674713135,0.009999999776482582,971
6000000,3227.524658203125,988.8613861386139,2.277651786804199,5.602206230163574,0.009999999776482582,968
6100000,3425.64697265625,1083.6705882352942,2.3466570377349854,5.382377624511719,0.009999999776482582,969
6200000,3678.90234375,1067.8048780487804,2.3215508460998535,5.293122291564941,0.009999999776482582,971
6300000,3973.292724609375,1469.280487804878,2.3073184490203857,5.271747589111328,0.009999999776482582,972
6400000,3757.888916015625,1118.911111111111,2.2806131839752197,5.569958686828613,0.009999999776482582,969
6500000,4066.363525390625,1120.3522727272727,2.2670702934265137,5.638400077819824,0.009999999776482582,969
6600000,3811.26318359375,1079.178947368421,2.2627804279327393,5.7261061668396,0.009999999776482582,969
6700000,3696.315673828125,1041.042105263158,2.281942844390869,5.853918552398682,0.009999999776482582,970
6800000,3768.875,1089.6625,2.305018901824951,5.476233959197998,0.009999999776482582,970
6900000,3831.75439453125,1125.719298245614,2.3990390300750732,4.747788906097412,0.009999999776482582,970
7000000,3750.0,1425.8088235294117,2.392951488494873,4.844517707824707,0.009999999776482582,970
7100000,4232.44189453125,1756.3023255813953,2.3144142627716064,5.5624680519104,0.009999999776482582,969
7200000,4495.625,1188.8125,2.2769577503204346,5.738055229187012,0.009999999776482582,972
7300000,3794.321044921875,1093.1358024691358,2.294642925262451,5.376621246337891,0.009999999776482582,970
7400000,4312.96875,1589.640625,2.306148052215576,5.0764079093933105,0.009999999776482582,970
7500000,3950.322509765625,1145.4193548387098,2.303701400756836,4.826481819152832,0.009999999776482582,971
7600000,3850.5,1801.0125,2.297804117202759,5.020416736602783,0.009999999776482582,970
7700000,3863.658447265625,1131.3292682926829,2.241525411605835,5.602716445922852,0.009999999776482582,969
7800000,4124.35498046875,1179.8870967741937,2.2794437408447266,4.844574451446533,0.009999999776482582,970
7900000,4686.818359375,2018.1060606060605,2.2758872509002686,4.861632347106934,0.009999999776482582,972
8000000,4595.25,1216.8875,2.2463603019714355,5.726822376251221,0.009999999776482582,971
8100000,4967.74169921875,1230.7903225806451,2.2463550567626953,5.307701110839844,0.009999999776482582,971
8200000,3850.588134765625,1625.8039215686274,2.2688825130462646,4.275474548339844,0.009999999776482582,970
8300000,4731.9609375,2237.764705882353,2.2426977157592773,4.27745246887207,0.009999999776482582,971
8400000,4630.7998046875,1671.0,2.2176992893218994,4.356766700744629,0.009999999776482582,972
8500000,4751.46337890625,2415.390243902439,2.186800479888916,3.4893338680267334,0.009999999776482582,969
8600000,5261.25,2303.2291666666665,2.182264804840088,4.020707607269287,0.009999999776482582,972
8700000,5435.7353515625,1689.6176470588234,2.223449468612671,5.0136613845825195,0.009999999776482582,971
8800000,5131.30419921875,1587.0289855072465,2.209324598312378,5.145790100097656,0.009999999776482582,970
8900000,4769.03857421875,1208.076923076923,2.172196626663208,4.5751237869262695,0.009999999776482582,970
9000000,4498.5712890625,1595.5238095238096,2.1546425819396973,4.529239654541016,0.009999999776482582,971
9100000,4763.97265625,1943.7945205479452,2.212104082107544,5.285671234130859,0.009999999776482582,970
9200000,5551.470703125,1304.6911764705883,2.2093822956085205,5.273284912109375,0.009999999776482582,968
9300000,4815.21142578125,1655.2112676056338,2.2222750186920166,5.185644626617432,0.009999999776482582,971
9400000,5346.23388671875,1311.7922077922078,2.259363889694214,5.74270486831665,0.009999999776482582,969
9500000,4570.59521484375,1139.892857142857,2.2398576736450195,5.833549499511719,0.009999999776482582,972
9600000,4879.28564453125,1219.1142857142856,2.1873741149902344,5.354794979095459,0.009999999776482582,971
9700000,5132.173828125,1649.5072463768115,2.1967790126800537,5.228559970855713,0.009999999776482582,969
9800000,5130.14306640625,1214.8,2.1953752040863037,5.3379926681518555,0.009999999776482582,971
9900000,5402.85693359375,1661.5238095238096,2.1423912048339844,4.8649468421936035,0.009999999776482582,970
10000000,4466.0654296875,1574.2131147540983,2.116611957550049,4.720493316650391,0.009999999776482582,971
